movieId,title,genres,date
73268.0,Daybreakers (2010),Action|Drama|Horror|Thriller,2010
73319.0,Leap Year (2010),Comedy|Romance,2010
73321.0,"Book of Eli, The (2010)",Action|Adventure|Drama,2010
73744.0,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010
73929.0,Legion (2010),Action|Fantasy|Horror|Thriller,2010
74115.0,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010
74131.0,Extraordinary Measures (2010),Drama,2010
74154.0,When in Rome (2010),Comedy|Romance,2010
74156.0,Edge of Darkness (2010),Drama|Thriller,2010
74450.0,Valentine's Day (2010),Comedy|Romance,2010
74452.0,"Wolfman, The (2010)",Horror|Thriller,2010
74458.0,Shutter Island (2010),Drama|Mystery|Thriller,2010
74530.0,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,2010
74532.0,Cop Out (2010),Action|Comedy|Crime,2010
74545.0,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,2010
74580.0,"Spy Next Door, The (2010)",Action|Children|Comedy,2010
74595.0,Blood Done Sign My Name (2010),Drama,2010
74675.0,Pudana Last of the Line (Sukunsa viimeinen) (2010),Drama,2010
74679.0,In the Shadow of Doubt (Epäilyksen varjossa) (2010),Documentary,2010
74685.0,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,2010
74688.0,Dear John (2010),Drama|Romance|War,2010
74698.0,Tooth Fairy (2010),Comedy|Fantasy,2010
74787.0,My Name is Khan (2010),Drama|Romance,2010
74789.0,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,2010
74795.0,Green Zone (2010),Action|Drama|Thriller|War,2010
74851.0,From Paris with Love (2010),Action|Crime,2010
74916.0,Greenberg (2010),Comedy|Drama,2010
74944.0,Brooklyn's Finest (2010),Crime|Drama|Thriller,2010
74946.0,She's Out of My League (2010),Comedy,2010
75341.0,Remember Me (2010),Drama|Romance,2010
75395.0,Frozen (2010),Drama|Horror|Thriller,2010
75803.0,Our Family Wedding (2010),Comedy,2010
75805.0,"Bounty Hunter, The (2010)",Action|Comedy|Romance,2010
75985.0,Repo Men (2010),Action|Sci-Fi|Thriller,2010
76077.0,Hot Tub Time Machine (2010),Comedy|Sci-Fi,2010
76093.0,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,2010
76175.0,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,2010
76217.0,Bass Ackwards (2010),Drama,2010
76251.0,Kick-Ass (2010),Action|Comedy,2010
76293.0,Date Night (2010),Action|Comedy|Romance,2010
76738.0,Steam of Life (Miesten vuoro) (2010),Documentary,2010
76753.0,"Final, The (2010)",Drama|Horror|Thriller,2010
76763.0,"Runaways, The (2010)",Drama|Musical,2010
77191.0,Death at a Funeral (2010),Comedy,2010
77206.0,Diary of a Wimpy Kid (2010),Children|Comedy,2010
77364.0,"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,2010
77414.0,"Last Song, The (2010)",Drama|Romance,2010
77421.0,Cyrus (2010),Comedy|Drama|Romance,2010
77455.0,Exit Through the Gift Shop (2010),Comedy|Documentary,2010
77561.0,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,2010
77629.0,Reindeerspotting - Pako joulumaasta (2010),Documentary,2010
77665.0,Marmaduke (2010),Comedy,2010
77667.0,MacGruber (2010),Action|Comedy,2010
77672.0,Ca$h (2010),Crime|Thriller,2010
77798.0,"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,2010
77800.0,Four Lions (2010),Comedy|Drama,2010
77818.0,Gunless (2010),Action|Comedy|Drama|Western,2010
77820.0,Furry Vengeance (2010),Children|Comedy,2010
77833.0,Armadillo (2010),Documentary|Drama,2010
77837.0,You Don't Know Jack (2010),Drama,2010
77866.0,Robin Hood (2010),Action|Adventure|Drama|Romance|War,2010
78034.0,Cemetery Junction (2010),Comedy|Drama|Romance,2010
78039.0,Blue Valentine (2010),Drama|Romance,2010
78041.0,Killers (2010),Action|Comedy,2010
78088.0,Buried (2010),Mystery|Thriller,2010
78105.0,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,2010
78116.0,Please Give (2010),Comedy|Drama,2010
78128.0,True Legend (Su Qi-Er) (2010),Action|Drama,2010
78174.0,Sex and the City 2 (2010),Comedy|Drama|Romance,2010
78209.0,Get Him to the Greek (2010),Comedy,2010
78218.0,Unthinkable (2010),Drama|Thriller,2010
78247.0,"Drawn Together Movie: The Movie!, The (2010)",Animation|Comedy,2010
78251.0,Friendship! (2010),Comedy,2010
78264.0,"Back-up Plan, The (2010)",Comedy|Romance,2010
78290.0,Burnt by the Sun 2 (Utomlyonnye solntsem 2) (2010),Drama,2010
78316.0,Letters to Juliet (2010),Drama|Romance,2010
78410.0,Chance Pe Dance (2010),Comedy|Drama|Romance,2010
78467.0,Jonah Hex (2010),Action|Drama|Thriller|Western,2010
78469.0,"A-Team, The (2010)",Action|Comedy|Thriller,2010
78499.0,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010
78517.0,Joan Rivers: A Piece of Work (2010),Documentary,2010
78574.0,Winter's Bone (2010),Drama|Thriller,2010
78633.0,Casino Jack and the United States of Money (2010),Documentary,2010
78637.0,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010
78679.0,"Killer Inside Me, The (2010)",Crime|Drama|Thriller|Western,2010
78759.0,"Special Relationship, The (2010)",Drama,2010
78772.0,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,2010
78871.0,"Genesis Found, A (2010)",Adventure|Mystery,2010
78873.0,Accident on Hill Road (2010),Crime|Drama|Thriller,2010
78893.0,"Last Airbender, The (2010)",Action|Adventure|Fantasy,2010
78974.0,Malice N Wonderland (2010),Drama|Musical,2010
78976.0,Stones in Exile (2010),Documentary|Musical,2010
